Cacheline-Size,Hit-%,Cycles/M.A.
256,99.60649115475692,130.7608301991921
512,99.86506161002805,129.69550086999752
32,95.98388851321553,146.07385411460325
64,98.03317996241333,138.08356554986716
128,99.23823902824006,131.99982843221358
16,86.10108746348529,194.8539411345951
